dt_package;country;service;liter;qty
2025-02-10;AZ;NRM;C;228.0
2025-02-10;AZ;NRM;D;87.0
2025-02-10;AZ;NRM;E;8.0
2025-02-10;BY;NRM;A;3731.0
2025-02-10;BY;NRM;B;3277.0
2025-02-10;BY;NRM;C;180.0
2025-02-10;BY;NRM;D;37.0
2025-02-10;BY;NRM;E;5.0
2025-02-10;KG;NRM;A;229.0
2025-02-10;KG;NRM;B;293.0
2025-02-10;KG;NRM;C;59.0
2025-02-10;KG;NRM;D;22.0
2025-02-10;KG;NRM;E;1.0
2025-02-12;AZ;NRM;A;855.0
2025-02-12;AZ;NRM;B;1488.0
2025-02-12;AZ;NRM;C;314.0
2025-02-12;AZ;NRM;D;132.0
2025-02-12;AZ;NRM;E;14.0
2025-02-12;AZ;NRM;F;2.0
2025-02-12;BY;NRM;A;5876.0
2025-02-12;BY;NRM;B;4478.0
2025-02-12;BY;NRM;C;257.0
2025-02-12;BY;NRM;D;47.0
2025-02-12;BY;NRM;E;9.0
2025-02-12;KG;NRM;A;347.0
2025-02-12;KG;NRM;B;415.0
2025-02-12;KG;NRM;C;72.0
2025-02-12;KG;NRM;D;27.0
2025-02-12;KG;NRM;E;6.0
2025-02-14;AZ;NRM;A;627.0
2025-02-14;AZ;NRM;B;1032.0
2025-02-14;AZ;NRM;C;260.0
2025-02-14;AZ;NRM;D;87.0
2025-02-14;AZ;NRM;E;13.0
2025-02-14;AZ;NRM;F;2.0
2025-02-14;AZ;NRM;G;1.0
2025-02-14;BY;NRM;A;5001.0
2025-02-14;BY;NRM;B;3614.0
2025-02-14;BY;NRM;C;152.0
2025-02-14;BY;NRM;D;45.0
2025-02-14;BY;NRM;E;3.0
2025-02-14;KG;NRM;A;256.0
2025-02-14;KG;NRM;B;324.0
2025-02-14;KG;NRM;C;67.0
2025-02-14;KG;NRM;D;15.0
2025-02-14;KG;NRM;E;3.0
2025-02-16;AZ;NRM;A;613.0
2025-02-16;AZ;NRM;B;1017.0
2025-02-16;AZ;NRM;C;278.0
2025-02-16;AZ;NRM;D;99.0
2025-02-16;AZ;NRM;E;9.0
2025-02-16;BY;NRM;A;5075.0
2025-02-16;BY;NRM;B;3955.0
2025-02-16;BY;NRM;C;205.0
2025-02-16;BY;NRM;D;39.0
2025-02-16;BY;NRM;E;8.0
2025-02-16;KG;NRM;A;266.0
2025-02-16;KG;NRM;B;307.0
2025-02-16;KG;NRM;C;47.0
2025-02-16;KG;NRM;D;26.0
2025-02-16;KG;NRM;E;1.0
2025-02-17;AZ;NRM;A;266.0
2025-02-17;AZ;NRM;B;424.0
2025-02-17;AZ;NRM;C;110.0
2025-02-17;AZ;NRM;D;37.0
2025-02-17;AZ;NRM;E;4.0
2025-02-17;BY;NRM;A;2493.0
2025-02-17;BY;NRM;B;1819.0
2025-02-17;BY;NRM;C;88.0
2025-02-17;BY;NRM;D;17.0
2025-02-17;BY;NRM;E;2.0
2025-02-17;KG;NRM;A;121.0
2025-02-17;KG;NRM;B;137.0
2025-02-17;KG;NRM;C;35.0
2025-02-17;KG;NRM;D;11.0
2025-02-17;KG;NRM;E;1.0
2025-02-19;AZ;NRM;A;441.0
2025-02-19;AZ;NRM;B;723.0
2025-02-19;AZ;NRM;C;199.0
2025-02-19;AZ;NRM;D;67.0
2025-02-19;AZ;NRM;E;6.0
2025-02-19;AZ;NRM;F;1.0
2025-02-19;BY;NRM;A;4541.0
2025-02-19;BY;NRM;B;3396.0
2025-02-19;BY;NRM;C;173.0
2025-02-19;BY;NRM;D;38.0
2025-02-19;BY;NRM;E;2.0
2025-02-19;KG;NRM;A;178.0
2025-02-19;KG;NRM;B;199.0
2025-02-19;KG;NRM;C;34.0
2025-02-19;KG;NRM;D;21.0
2025-02-19;KG;NRM;E;2.0
2025-02-21;AZ;NRM;A;358.0
2025-02-21;AZ;NRM;B;582.0
2025-02-21;AZ;NRM;C;165.0
2025-02-21;AZ;NRM;D;51.0
2025-02-21;AZ;NRM;F;1.0
2025-02-21;BY;NRM;A;4430.0
2025-02-21;BY;NRM;B;2998.0
2025-02-21;BY;NRM;C;141.0
2025-02-21;BY;NRM;D;30.0
2025-02-21;BY;NRM;E;6.0
2025-02-21;BY;NRM;G;1.0
2025-02-21;KG;NRM;A;168.0
2025-02-21;KG;NRM;B;201.0
2025-02-21;KG;NRM;C;47.0
2025-02-21;KG;NRM;D;19.0
2025-02-21;KG;NRM;E;1.0
2025-02-21;KG;NRM;F;2.0
2025-02-23;AZ;NRM;A;520.0
2025-02-23;AZ;NRM;B;818.0
2025-02-23;AZ;NRM;C;208.0
2025-02-23;AZ;NRM;D;73.0
2025-02-23;AZ;NRM;E;8.0
2025-02-23;AZ;NRM;F;1.0
2025-02-23;BY;NRM;A;5021.0
2025-02-23;BY;NRM;B;4046.0
2025-02-23;BY;NRM;C;216.0
2025-02-23;BY;NRM;D;46.0
2025-02-23;BY;NRM;E;4.0
2025-02-23;KG;NRM;A;294.0
2025-02-23;KG;NRM;B;275.0
2025-02-23;KG;NRM;C;45.0
2025-02-23;KG;NRM;D;27.0
2025-02-23;KG;NRM;E;2.0
2025-02-24;AZ;NRM;A;287.0
2025-02-24;AZ;NRM;B;226.0
2025-02-24;AZ;NRM;C;60.0
2025-02-24;AZ;NRM;D;7.0
2025-02-24;AZ;NRM;E;1.0
2025-02-24;BY;NRM;A;2763.0
2025-02-24;BY;NRM;B;1039.0
2025-02-24;BY;NRM;C;81.0
2025-02-24;BY;NRM;D;12.0
2025-02-24;BY;NRM;E;3.0
2025-02-24;KG;NRM;A;125.0
2025-02-24;KG;NRM;B;89.0
2025-02-24;KG;NRM;C;14.0
2025-02-24;KG;NRM;D;3.0
2025-02-26;AZ;NRM;A;168.0
2025-02-26;AZ;NRM;B;251.0
2025-02-26;AZ;NRM;C;63.0
2025-02-26;AZ;NRM;D;27.0
2025-02-26;AZ;NRM;E;4.0
2025-02-26;BY;NRM;A;2860.0
2025-02-26;BY;NRM;B;2105.0
2025-02-26;BY;NRM;C;134.0
2025-02-26;BY;NRM;D;20.0
2025-02-26;BY;NRM;E;2.0
2025-02-26;KG;NRM;A;105.0
2025-02-26;KG;NRM;B;95.0
2025-02-26;KG;NRM;C;31.0
2025-02-26;KG;NRM;D;10.0
2025-02-28;AZ;NRM;A;579.0
2025-02-28;AZ;NRM;B;1039.0
2025-02-28;AZ;NRM;C;314.0
2025-02-28;AZ;NRM;D;100.0
2025-02-28;AZ;NRM;E;5.0
2025-02-28;AZ;NRM;F;2.0
2025-02-28;BY;NRM;A;6605.0
2025-02-28;BY;NRM;B;5186.0
2025-02-28;BY;NRM;C;312.0
2025-02-28;BY;NRM;D;57.0
2025-02-28;BY;NRM;E;3.0
2025-02-28;BY;NRM;F;2.0
2025-02-28;KG;NRM;A;283.0
2025-02-28;KG;NRM;B;322.0
2025-02-28;KG;NRM;C;62.0
2025-02-28;KG;NRM;D;19.0
2025-03-02;AZ;NRM;A;413.0
2025-03-02;AZ;NRM;B;680.0
2025-03-02;AZ;NRM;C;179.0
2025-03-02;AZ;NRM;D;47.0
2025-03-02;AZ;NRM;E;8.0
2025-03-02;BY;NRM;A;4816.0
2025-03-02;BY;NRM;B;3854.0
2025-03-02;BY;NRM;C;187.0
2025-03-02;BY;NRM;D;39.0
2025-03-02;BY;NRM;E;6.0
2025-03-02;KG;NRM;A;221.0
2025-03-02;KG;NRM;B;244.0
2025-03-02;KG;NRM;C;62.0
2025-03-02;KG;NRM;D;21.0
2025-03-02;KG;NRM;E;3.0
2025-03-03;AZ;NRM;A;136.0
2025-03-03;AZ;NRM;B;217.0
2025-03-03;AZ;NRM;C;64.0
2025-03-03;AZ;NRM;D;18.0
2025-03-03;AZ;NRM;E;6.0
2025-03-03;BY;NRM;A;2196.0
2025-03-03;BY;NRM;B;1446.0
2025-03-03;BY;NRM;C;79.0
2025-03-03;BY;NRM;D;16.0
2025-03-03;BY;NRM;G;1.0
2025-03-03;KG;NRM;A;74.0
2025-03-03;KG;NRM;B;105.0
2025-03-03;KG;NRM;C;12.0
2025-03-03;KG;NRM;D;5.0
2025-03-03;KG;NRM;E;1.0
2025-03-05;AZ;NRM;A;178.0
2025-03-05;AZ;NRM;B;239.0
2025-03-05;AZ;NRM;C;49.0
2025-03-05;AZ;NRM;D;18.0
2025-03-05;AZ;NRM;E;3.0
2025-03-05;AZ;NRM;F;1.0
2025-03-05;BY;NRM;A;2432.0
2025-03-05;BY;NRM;B;1717.0
2025-03-05;BY;NRM;C;112.0
2025-03-05;BY;NRM;D;16.0
2025-03-05;KG;NRM;A;114.0
2025-03-05;KG;NRM;B;81.0
2025-03-05;KG;NRM;C;19.0
2025-03-05;KG;NRM;D;10.0
2025-03-06;AZ;NRM;A;156.0
2025-03-06;AZ;NRM;B;293.0
2025-03-06;AZ;NRM;C;75.0
2025-03-06;AZ;NRM;D;28.0
2025-03-06;AZ;NRM;E;2.0
2025-03-06;AZ;NRM;F;1.0
2025-03-06;BY;NRM;A;1703.0
2025-03-06;BY;NRM;B;1532.0
2025-03-06;BY;NRM;C;80.0
2025-03-06;BY;NRM;D;10.0
2025-03-06;BY;NRM;E;1.0
2025-03-06;BY;NRM;F;1.0
2025-03-06;KG;NRM;A;92.0
2025-03-06;KG;NRM;B;104.0
2025-03-06;KG;NRM;C;14.0
2025-03-06;KG;NRM;D;8.0
2025-03-07;AZ;NRM;A;347.0
2025-03-07;AZ;NRM;B;592.0
2025-03-07;AZ;NRM;C;141.0
2025-03-07;AZ;NRM;D;59.0
2025-03-07;AZ;NRM;E;4.0
2025-03-07;AZ;NRM;G;1.0
2025-03-07;BY;NRM;A;4334.0
2025-03-07;BY;NRM;B;3343.0
2025-03-07;BY;NRM;C;153.0
2025-03-07;BY;NRM;D;31.0
2025-03-07;KG;NRM;A;208.0
2025-03-07;KG;NRM;B;216.0
2025-03-07;KG;NRM;C;39.0
2025-03-07;KG;NRM;D;15.0
2025-03-07;KG;NRM;F;1.0
2025-03-09;AZ;NRM;A;417.0
2025-03-09;AZ;NRM;B;682.0
2025-03-09;AZ;NRM;C;185.0
2025-03-09;AZ;NRM;D;58.0
2025-03-09;AZ;NRM;E;5.0
2025-03-09;BY;NRM;A;4706.0
2025-03-09;BY;NRM;B;3385.0
2025-03-09;BY;NRM;C;169.0
2025-03-09;BY;NRM;D;24.0
2025-03-09;BY;NRM;E;2.0
2025-03-09;KG;NRM;A;217.0
2025-03-09;KG;NRM;B;229.0
2025-03-09;KG;NRM;C;48.0
2025-03-09;KG;NRM;D;14.0
2025-03-10;AZ;NRM;A;234.0
2025-03-10;AZ;NRM;B;398.0
2025-03-10;AZ;NRM;C;79.0
2025-03-10;AZ;NRM;D;26.0
2025-03-10;AZ;NRM;E;2.0
2025-03-10;BY;NRM;A;2180.0
2025-03-10;BY;NRM;B;1654.0
2025-03-10;BY;NRM;C;89.0
2025-03-10;BY;NRM;D;14.0
2025-03-10;BY;NRM;E;2.0
2025-03-10;KG;NRM;A;117.0
2025-03-10;KG;NRM;B;118.0
2025-03-10;KG;NRM;C;22.0
2025-03-10;KG;NRM;D;4.0
2025-03-10;KG;NRM;E;2.0
2025-03-12;AZ;NRM;A;396.0
2025-03-12;AZ;NRM;B;607.0
2025-03-12;AZ;NRM;C;144.0
2025-03-12;AZ;NRM;D;52.0
2025-03-12;AZ;NRM;E;6.0
2025-03-12;AZ;NRM;F;1.0
2025-03-12;AZ;NRM;G;1.0
2025-03-12;BY;NRM;A;3162.0
2025-03-12;BY;NRM;B;2589.0
2025-03-12;BY;NRM;C;112.0
2025-03-12;BY;NRM;D;21.0
2025-03-12;BY;NRM;E;2.0
2025-03-12;BY;NRM;G;1.0
2025-03-12;KG;NRM;A;144.0
2025-03-12;KG;NRM;B;188.0
2025-03-12;KG;NRM;C;37.0
2025-03-12;KG;NRM;D;7.0
2025-03-12;KG;NRM;E;1.0
2025-03-12;KG;NRM;F;1.0
2025-03-14;AZ;NRM;A;379.0
2025-03-14;AZ;NRM;B;674.0
2025-03-14;AZ;NRM;C;174.0
2025-03-14;AZ;NRM;D;55.0
2025-03-14;AZ;NRM;E;2.0
2025-03-14;BY;NRM;A;4356.0
2025-03-14;BY;NRM;B;3084.0
2025-03-14;BY;NRM;C;169.0
2025-03-14;BY;NRM;D;35.0
2025-03-14;BY;NRM;E;3.0
2025-03-14;KG;NRM;A;208.0
2025-03-14;KG;NRM;B;220.0
2025-03-14;KG;NRM;C;61.0
2025-03-14;KG;NRM;D;14.0
2025-03-14;KG;NRM;E;1.0
2025-03-16;AZ;NRM;A;420.0
2025-03-16;AZ;NRM;B;666.0
2025-03-16;AZ;NRM;C;142.0
2025-03-16;AZ;NRM;D;44.0
2025-03-16;AZ;NRM;E;4.0
2025-03-16;AZ;NRM;F;1.0
2025-03-16;BY;NRM;A;4630.0
2025-03-16;BY;NRM;B;3342.0
2025-03-16;BY;NRM;C;155.0
2025-03-16;BY;NRM;D;32.0
2025-03-16;BY;NRM;E;5.0
2025-03-16;KG;NRM;A;225.0
2025-03-16;KG;NRM;B;264.0
2025-03-16;KG;NRM;C;40.0
2025-03-16;KG;NRM;D;14.0
2025-03-19;AZ;NRM;A;638.0
2025-03-19;AZ;NRM;B;992.0
2025-03-19;AZ;NRM;C;268.0
2025-03-19;AZ;NRM;D;92.0
2025-03-19;AZ;NRM;E;9.0
2025-03-19;AZ;NRM;F;1.0
2025-03-19;BY;NRM;A;6600.0
2025-03-19;BY;NRM;B;5050.0
2025-03-19;BY;NRM;C;232.0
2025-03-19;BY;NRM;D;53.0
2025-03-19;BY;NRM;E;7.0
2025-03-19;KG;NRM;A;287.0
2025-03-19;KG;NRM;B;305.0
2025-03-19;KG;NRM;C;67.0
2025-03-19;KG;NRM;D;19.0
2025-03-19;KG;NRM;E;1.0
2025-03-19;KG;NRM;G;1.0
2025-03-21;AZ;NRM;A;367.0
2025-03-21;AZ;NRM;B;672.0
2025-03-21;AZ;NRM;C;132.0
2025-03-21;AZ;NRM;D;56.0
2025-03-21;AZ;NRM;E;4.0
2025-03-21;BY;NRM;A;4737.0
2025-03-21;BY;NRM;B;3391.0
2025-03-21;BY;NRM;C;175.0
2025-03-21;BY;NRM;D;42.0
2025-03-21;BY;NRM;E;3.0
2025-03-21;BY;NRM;G;1.0
2025-03-21;KG;NRM;A;180.0
2025-03-21;KG;NRM;B;186.0
2025-03-21;KG;NRM;C;38.0
2025-03-21;KG;NRM;D;13.0
2025-03-22;AZ;NRM;A;96.0
2025-03-22;AZ;NRM;B;142.0
2025-03-22;AZ;NRM;C;34.0
2025-03-22;AZ;NRM;D;14.0
2025-03-22;AZ;NRM;E;2.0
2025-03-22;BY;NRM;A;554.0
2025-03-22;BY;NRM;B;550.0
2025-03-22;BY;NRM;C;25.0
2025-03-22;BY;NRM;D;6.0
2025-03-22;BY;NRM;E;2.0
2025-03-22;KG;NRM;A;33.0
2025-03-22;KG;NRM;B;44.0
2025-03-22;KG;NRM;C;6.0
2025-03-22;KG;NRM;D;4.0
2025-03-23;AZ;NRM;A;392.0
2025-03-23;AZ;NRM;B;533.0
2025-03-23;AZ;NRM;C;167.0
2025-03-23;AZ;NRM;D;51.0
2025-03-23;AZ;NRM;E;4.0
2025-03-23;AZ;NRM;G;1.0
2025-03-23;BY;NRM;A;5761.0
2025-03-23;BY;NRM;B;4413.0
2025-03-23;BY;NRM;C;265.0
2025-03-23;BY;NRM;D;81.0
2025-03-23;BY;NRM;E;6.0
2025-03-23;KG;NRM;A;176.0
2025-03-23;KG;NRM;B;196.0
2025-03-23;KG;NRM;C;34.0
2025-03-23;KG;NRM;D;14.0
2025-03-23;KG;NRM;E;1.0
2025-03-24;AZ;NRM;A;235.0
2025-03-24;AZ;NRM;B;361.0
2025-03-24;AZ;NRM;C;85.0
2025-03-24;AZ;NRM;D;40.0
2025-03-24;AZ;NRM;E;1.0
2025-03-24;AZ;NRM;F;1.0
2025-03-24;AZ;NRM;G;1.0
2025-03-24;BY;NRM;A;2160.0
2025-03-24;BY;NRM;B;1971.0
2025-03-24;BY;NRM;C;127.0
2025-03-24;BY;NRM;D;33.0
2025-03-24;KG;NRM;A;88.0
2025-03-24;KG;NRM;B;93.0
2025-03-24;KG;NRM;C;27.0
2025-03-24;KG;NRM;D;7.0
2025-03-24;KG;NRM;E;1.0
2025-03-26;AZ;NRM;A;430.0
2025-03-26;AZ;NRM;B;685.0
2025-03-26;AZ;NRM;C;185.0
2025-03-26;AZ;NRM;D;53.0
2025-03-26;AZ;NRM;E;9.0
2025-03-26;BY;NRM;A;5792.0
2025-03-26;BY;NRM;B;4449.0
2025-03-26;BY;NRM;C;254.0
2025-03-26;BY;NRM;D;72.0
2025-03-26;BY;NRM;E;15.0
2025-03-26;BY;NRM;F;1.0
2025-03-26;BY;NRM;G;1.0
2025-03-26;KG;NRM;A;182.0
2025-03-26;KG;NRM;B;191.0
2025-03-26;KG;NRM;C;44.0
2025-03-26;KG;NRM;D;18.0
2025-03-26;KG;NRM;E;1.0
2025-03-26;KG;NRM;F;1.0
2025-03-27;AZ;NRM;A;184.0
2025-03-27;AZ;NRM;B;370.0
2025-03-27;AZ;NRM;C;80.0
2025-03-27;AZ;NRM;D;31.0
2025-03-27;AZ;NRM;E;1.0
2025-03-27;AZ;NRM;F;1.0
2025-03-27;BY;NRM;A;1418.0
2025-03-27;BY;NRM;B;1510.0
2025-03-27;BY;NRM;C;82.0
2025-03-27;BY;NRM;D;16.0
2025-03-27;BY;NRM;E;2.0
2025-03-27;KG;NRM;A;65.0
2025-03-27;KG;NRM;B;92.0
2025-03-27;KG;NRM;C;20.0
2025-03-27;KG;NRM;D;3.0
2025-03-28;AZ;NRM;A;422.0
2025-03-28;AZ;NRM;B;709.0
2025-03-28;AZ;NRM;C;177.0
2025-03-28;AZ;NRM;D;57.0
2025-03-28;AZ;NRM;E;4.0
2025-03-28;AZ;NRM;F;1.0
2025-03-28;BY;NRM;A;4265.0
2025-03-28;BY;NRM;B;3462.0
2025-03-28;BY;NRM;C;200.0
2025-03-28;BY;NRM;D;39.0
2025-03-28;BY;NRM;E;5.0
2025-03-28;KG;NRM;A;167.0
2025-03-28;KG;NRM;B;182.0
2025-03-28;KG;NRM;C;47.0
2025-03-28;KG;NRM;D;17.0
2025-03-28;KG;NRM;E;1.0
2025-03-29;AZ;NRM;A;158.0
2025-03-29;AZ;NRM;B;272.0
2025-03-29;AZ;NRM;C;89.0
2025-03-29;AZ;NRM;D;16.0
2025-03-29;AZ;NRM;E;4.0
2025-03-29;BY;NRM;A;876.0
2025-03-29;BY;NRM;B;893.0
2025-03-29;BY;NRM;C;41.0
2025-03-29;BY;NRM;D;4.0
2025-03-29;BY;NRM;E;2.0
2025-03-29;KG;NRM;A;44.0
2025-03-29;KG;NRM;B;73.0
2025-03-29;KG;NRM;C;27.0
2025-03-29;KG;NRM;D;10.0
2025-03-29;KG;NRM;F;1.0
2025-03-29;KG;NRM;G;1.0
2025-03-30;AZ;NRM;A;395.0
2025-03-30;AZ;NRM;B;619.0
2025-03-30;AZ;NRM;C;168.0
2025-03-30;AZ;NRM;D;70.0
2025-03-30;AZ;NRM;E;6.0
2025-03-30;AZ;NRM;G;2.0
2025-03-30;BY;NRM;A;3959.0
2025-03-30;BY;NRM;B;3067.0
2025-03-30;BY;NRM;C;188.0
2025-03-30;BY;NRM;D;76.0
2025-03-30;BY;NRM;E;11.0
2025-03-30;BY;NRM;F;2.0
2025-03-30;KG;NRM;A;187.0
2025-03-30;KG;NRM;B;217.0
2025-03-30;KG;NRM;C;36.0
2025-03-30;KG;NRM;D;23.0
2025-03-30;KG;NRM;E;2.0
2025-03-31;AZ;NRM;A;279.0
2025-03-31;AZ;NRM;B;455.0
2025-03-31;AZ;NRM;C;114.0
2025-03-31;AZ;NRM;D;50.0
2025-03-31;AZ;NRM;E;9.0
2025-03-31;AZ;NRM;F;1.0
2025-03-31;BY;NRM;A;2452.0
2025-03-31;BY;NRM;B;1795.0
2025-03-31;BY;NRM;C;118.0
2025-03-31;BY;NRM;D;21.0
2025-03-31;BY;NRM;E;8.0
2025-03-31;KG;NRM;A;123.0
2025-03-31;KG;NRM;B;150.0
2025-03-31;KG;NRM;C;22.0
2025-03-31;KG;NRM;D;10.0
2025-03-31;KG;NRM;E;2.0
2025-04-02;AZ;NRM;A;379.0
2025-04-02;AZ;NRM;B;591.0
2025-04-02;AZ;NRM;C;149.0
2025-04-02;AZ;NRM;D;55.0
2025-04-02;AZ;NRM;E;2.0
2025-04-02;AZ;NRM;F;1.0
2025-04-02;AZ;NRM;G;1.0
2025-04-02;BY;NRM;A;2862.0
2025-04-02;BY;NRM;B;2382.0
2025-04-02;BY;NRM;C;133.0
2025-04-02;BY;NRM;D;35.0
2025-04-02;BY;NRM;E;6.0
2025-04-02;BY;NRM;G;1.0
2025-04-02;KG;NRM;A;94.0
2025-04-02;KG;NRM;B;121.0
2025-04-02;KG;NRM;C;28.0
2025-04-02;KG;NRM;D;10.0
2025-04-03;AZ;NRM;A;249.0
2025-04-03;AZ;NRM;B;387.0
2025-04-03;AZ;NRM;C;94.0
2025-04-03;AZ;NRM;D;28.0
2025-04-03;AZ;NRM;E;5.0
2025-04-03;BY;NRM;A;1824.0
2025-04-03;BY;NRM;B;1369.0
2025-04-03;BY;NRM;C;86.0
2025-04-03;BY;NRM;D;13.0
2025-04-03;BY;NRM;E;1.0
2025-04-03;KG;NRM;A;89.0
2025-04-03;KG;NRM;B;93.0
2025-04-03;KG;NRM;C;21.0
2025-04-03;KG;NRM;D;7.0
2025-04-04;AZ;NRM;A;512.0
2025-04-04;AZ;NRM;B;800.0
2025-04-04;AZ;NRM;C;184.0
2025-04-04;AZ;NRM;D;66.0
2025-04-04;AZ;NRM;E;13.0
2025-04-04;AZ;NRM;F;1.0
2025-04-04;AZ;NRM;G;1.0
2025-04-04;BY;NRM;A;4048.0
2025-04-04;BY;NRM;B;3229.0
2025-04-04;BY;NRM;C;173.0
2025-04-04;BY;NRM;D;64.0
2025-04-04;BY;NRM;E;13.0
2025-04-04;BY;NRM;F;4.0
2025-04-04;KG;NRM;A;154.0
2025-04-04;KG;NRM;B;179.0
2025-04-04;KG;NRM;C;55.0
2025-04-04;KG;NRM;D;12.0
2025-04-05;AZ;NRM;A;135.0
2025-04-05;AZ;NRM;B;247.0
2025-04-05;AZ;NRM;C;46.0
2025-04-05;AZ;NRM;D;18.0
2025-04-05;BY;NRM;A;767.0
2025-04-05;BY;NRM;B;658.0
2025-04-05;BY;NRM;C;33.0
2025-04-05;BY;NRM;D;7.0
2025-04-05;KG;NRM;A;47.0
2025-04-05;KG;NRM;B;63.0
2025-04-05;KG;NRM;C;14.0
2025-04-05;KG;NRM;D;3.0
2025-04-06;AZ;NRM;A;250.0
2025-04-06;AZ;NRM;B;371.0
2025-04-06;AZ;NRM;C;85.0
2025-04-06;AZ;NRM;D;31.0
2025-04-06;AZ;NRM;E;4.0
2025-04-06;BY;NRM;A;1791.0
2025-04-06;BY;NRM;B;1381.0
2025-04-06;BY;NRM;C;78.0
2025-04-06;BY;NRM;D;26.0
2025-04-06;BY;NRM;E;12.0
2025-04-06;BY;NRM;F;4.0
2025-04-06;BY;NRM;G;1.0
2025-04-06;KG;NRM;A;77.0
2025-04-06;KG;NRM;B;80.0
2025-04-06;KG;NRM;C;18.0
2025-04-06;KG;NRM;D;7.0
2025-04-07;AZ;NRM;A;289.0
2025-04-07;AZ;NRM;B;476.0
2025-04-07;AZ;NRM;C;126.0
2025-04-07;AZ;NRM;D;45.0
2025-04-07;AZ;NRM;E;10.0
2025-04-07;AZ;NRM;G;1.0
2025-04-07;BY;NRM;A;2405.0
2025-04-07;BY;NRM;B;2081.0
2025-04-07;BY;NRM;C;115.0
2025-04-07;BY;NRM;D;24.0
2025-04-07;BY;NRM;E;9.0
2025-04-07;BY;NRM;F;4.0
2025-04-07;BY;NRM;G;4.0
2025-04-07;KG;NRM;A;105.0
2025-04-07;KG;NRM;B;111.0
2025-04-07;KG;NRM;C;31.0
2025-04-07;KG;NRM;D;5.0
2025-04-07;KG;NRM;E;1.0
2025-04-09;AZ;NRM;A;312.0
2025-04-09;AZ;NRM;B;417.0
2025-04-09;AZ;NRM;C;91.0
2025-04-09;AZ;NRM;D;42.0
2025-04-09;AZ;NRM;E;4.0
2025-04-09;BY;NRM;A;1988.0
2025-04-09;BY;NRM;B;1374.0
2025-04-09;BY;NRM;C;68.0
2025-04-09;BY;NRM;D;25.0
2025-04-09;BY;NRM;E;11.0
2025-04-09;BY;NRM;F;7.0
2025-04-09;BY;NRM;G;6.0
2025-04-09;KG;NRM;A;70.0
2025-04-09;KG;NRM;B;72.0
2025-04-09;KG;NRM;C;17.0
2025-04-09;KG;NRM;D;2.0
2025-04-09;KG;NRM;E;1.0
2025-04-10;AZ;NRM;A;250.0
2025-04-10;AZ;NRM;B;387.0
2025-04-10;AZ;NRM;C;99.0
2025-04-10;AZ;NRM;D;24.0
2025-04-10;AZ;NRM;E;3.0
2025-04-10;AZ;NRM;F;1.0
2025-04-10;BY;NRM;A;1880.0
2025-04-10;BY;NRM;B;1501.0
2025-04-10;BY;NRM;C;81.0
2025-04-10;BY;NRM;D;13.0
2025-04-10;BY;NRM;E;3.0
2025-04-10;BY;NRM;F;3.0
2025-04-10;BY;NRM;G;1.0
2025-04-10;KG;NRM;A;66.0
2025-04-10;KG;NRM;B;85.0
2025-04-10;KG;NRM;C;20.0
2025-04-10;KG;NRM;D;10.0
2025-04-10;KG;NRM;E;1.0
2025-04-11;AZ;NRM;A;479.0
2025-04-11;AZ;NRM;B;822.0
2025-04-11;AZ;NRM;C;177.0
2025-04-11;AZ;NRM;D;79.0
2025-04-11;AZ;NRM;E;6.0
2025-04-11;BY;NRM;A;3784.0
2025-04-11;BY;NRM;B;2864.0
2025-04-11;BY;NRM;C;135.0
2025-04-11;BY;NRM;D;33.0
2025-04-11;BY;NRM;E;3.0
2025-04-11;BY;NRM;F;1.0
2025-04-11;KG;NRM;A;138.0
2025-04-11;KG;NRM;B;152.0
2025-04-11;KG;NRM;C;41.0
2025-04-11;KG;NRM;D;10.0
2025-04-12;AZ;NRM;A;196.0
2025-04-12;AZ;NRM;B;319.0
2025-04-12;AZ;NRM;C;71.0
2025-04-12;AZ;NRM;D;22.0
2025-04-12;BY;NRM;A;934.0
2025-04-12;BY;NRM;B;759.0
2025-04-12;BY;NRM;C;40.0
2025-04-12;BY;NRM;D;7.0
2025-04-12;KG;NRM;A;47.0
2025-04-12;KG;NRM;B;52.0
2025-04-12;KG;NRM;C;9.0
2025-04-12;KG;NRM;D;3.0
2025-04-13;AZ;NRM;A;454.0
2025-04-13;AZ;NRM;B;768.0
2025-04-13;AZ;NRM;C;199.0
2025-04-13;AZ;NRM;D;64.0
2025-04-13;AZ;NRM;E;8.0
2025-04-13;AZ;NRM;F;1.0
2025-04-13;BY;NRM;A;3613.0
2025-04-13;BY;NRM;B;2740.0
2025-04-13;BY;NRM;C;139.0
2025-04-13;BY;NRM;D;20.0
2025-04-13;BY;NRM;E;4.0
2025-04-13;KG;NRM;A;114.0
2025-04-13;KG;NRM;B;115.0
2025-04-13;KG;NRM;C;30.0
2025-04-13;KG;NRM;D;8.0
2025-04-14;AZ;NRM;A;227.0
2025-04-14;AZ;NRM;B;363.0
2025-04-14;AZ;NRM;C;101.0
2025-04-14;AZ;NRM;D;31.0
2025-04-14;AZ;NRM;E;3.0
2025-04-14;BY;NRM;A;1915.0
2025-04-14;BY;NRM;B;1439.0
2025-04-14;BY;NRM;C;74.0
2025-04-14;BY;NRM;D;12.0
2025-04-14;BY;NRM;E;1.0
2025-04-14;KG;NRM;A;54.0
2025-04-14;KG;NRM;B;68.0
2025-04-14;KG;NRM;C;14.0
